course_id,course_code,course_name,category,programme,year,semester,batch,credits,course_type,theory_hours,lab_hours,tutorial_hours,total_weekly_hours,faculty_assigned,enrollment,prerequisite,co_requisite,assessment_pattern
953,BEDAE11MTB2,Mathematical Thinking,AEC,B.Ed,1,1,Batch-2,3,Theory,3,0,1,4,Prof. Ajay Dubey,27,,,Project (50%) + Presentation (30%) + Viva (20%)
954,BEDAE11MTIB2,Mathematical Thinking II,AEC,B.Ed,1,1,Batch-2,2,Theory,2,0,0,2,Dr. Anjali Thakur,27,,,Continuous Assessment (40%) + End-term (60%)
955,BEDAE11CSBB2,Cyber Security Basics III,AEC,B.Ed,1,1,Batch-2,3,Theory,3,0,1,4,Dr. Aditi Saxena,23,,,Practical (60%) + Theory (40%)
956,BEDAE11ILIB2,Information Literacy IV,AEC,B.Ed,1,1,Batch-2,2,Theory,2,0,0,2,Prof. Sachin Patel,20,,,Continuous Assessment (40%) + End-term (60%)
957,BEDAE11DPAB2,Data Privacy and Ethics V,AEC,B.Ed,1,1,Batch-2,3,Theory,3,0,1,4,Dr. Kalpana Verma,22,Basic Data,,Continuous Assessment (40%) + End-term (60%)
958,BEDVA11SSAB2,Social Service and Outreach,VAC,B.Ed,1,1,Batch-2,2,Theory,2,0,0,2,Prof. Kiran Desai,28,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
959,BEDVA11YAMB2,Yoga and Meditation II,VAC,B.Ed,1,1,Batch-2,1,Theory,1,0,0,1,Dr. Kusum Gupta,24,Basic Yoga,,Project (50%) + Presentation (30%) + Viva (20%)
960,BEDVA11WMIB2,Waste Management III,VAC,B.Ed,1,1,Batch-2,1,Theory,1,0,0,1,Prof. Bhushan Patel,24,Basic Waste,,Project (50%) + Presentation (30%) + Viva (20%)
961,BEDVA11CVIB2,Constitutional Values IV,VAC,B.Ed,1,1,Batch-2,2,Theory,2,0,0,2,Prof. Amit Singh,23,Basic Constitutional,,Practical (60%) + Theory (40%)
962,BEDVA11FMAB2,Folk Music and Dance V,VAC,B.Ed,1,1,Batch-2,1,Theory,1,0,0,1,Dr. Seema Chandra,26,,,Practical (60%) + Theory (40%)
963,BEDMA12GAEB2,Gender and Education,Major,B.Ed,1,2,Batch-2,5,Theory,5,0,1,6,Prof. Deepak Gupta,60,,,Project (50%) + Presentation (30%) + Viva (20%)
964,BEDMA12LDIB2,Learning Disabilities II,Major,B.Ed,1,2,Batch-2,3,Theory,3,0,1,4,Prof. Sneha Jain,70,Basic Learning,,Practical (60%) + Theory (40%)
965,BEDMA12CMIB2,Classroom Management III,Major,B.Ed,1,2,Batch-2,5,Theory,5,0,1,6,Prof. Harish Chandra,68,,,Project (50%) + Presentation (30%) + Viva (20%)
966,BEDMA12DEIB2,Distance Education IV,Major,B.Ed,1,2,Batch-2,5,Theory,5,0,1,6,Dr. Usha Rani,60,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
967,BEDMA12GEVB2,Gifted Education V,Major,B.Ed,1,2,Batch-2,3,Theory,3,0,1,4,Prof. Amit Singh,63,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
968,BEDMA12DEIB2,Distance Education I,Major,B.Ed,1,2,Batch-2,4,Theory,4,0,1,5,Prof. Rakesh Tiwari,57,,,Project (50%) + Presentation (30%) + Viva (20%)
969,BEDMI12SWB2,Social Work,Minor,B.Ed,1,2,Batch-2,2,Theory,2,0,0,2,Dr. Kavya Reddy,41,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
970,BEDMI12DSIB2,Disability Studies II,Minor,B.Ed,1,2,Batch-2,4,Theory,4,0,1,5,Prof. Mukesh Yadav,41,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
971,BEDMI12MSIB2,Media Studies III,Minor,B.Ed,1,2,Batch-2,4,Theory,4,0,1,5,Prof. Ajay Dubey,37,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
972,BEDMI12PSIB2,Peace Studies IV,Minor,B.Ed,1,2,Batch-2,2,Theory,2,0,0,2,Dr. Ravi Agarwal,35,Basic Peace,,Mid-term (30%) + End-term (50%) + Assignment (20%)
973,BEDMI12HRVB2,Human Rights V,Minor,B.Ed,1,2,Batch-2,3,Theory,3,0,1,4,Dr. Nisha Verma,37,,,Project (50%) + Presentation (30%) + Viva (20%)
974,BEDSK12FL(B2,Foreign Language (French),Skill-Based,B.Ed,1,2,Batch-2,2,Practical,1,0,1,2,Dr. Nisha Verma,20,Basic Foreign,,Practical (60%) + Theory (40%)
975,BEDSK12PSIB2,Problem Solving II,Skill-Based,B.Ed,1,2,Batch-2,2,Practical,1,0,1,2,Dr. Mohit Bansal,23,,,Practical (60%) + Theory (40%)
976,BEDSK12DMIB2,Digital Marketing III,Skill-Based,B.Ed,1,2,Batch-2,3,Practical,2,0,1,3,Prof. Anil Kumar,27,Basic Digital,,Continuous Assessment (40%) + End-term (60%)
977,BEDSK12CCIB2,Content Creation IV,Skill-Based,B.Ed,1,2,Batch-2,2,Practical,1,0,1,2,Dr. Pallavi Dixit,26,Basic Content,,Continuous Assessment (40%) + End-term (60%)
978,BEDSK12MADB2,Mobile App Development V,Skill-Based,B.Ed,1,2,Batch-2,3,Practical,2,0,1,3,Dr. Mohit Bansal,21,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
979,BEDAE12RLB2,Regional Language,AEC,B.Ed,1,2,Batch-2,3,Theory,3,0,1,4,Dr. Pushpa Jain,20,Basic Regional,,Continuous Assessment (40%) + End-term (60%)
980,BEDAE12ECIB2,English Communication II,AEC,B.Ed,1,2,Batch-2,2,Theory,2,0,0,2,Prof. Rohit Singh,23,,,Project (50%) + Presentation (30%) + Viva (20%)
981,BEDAE12CFIB2,Computer Fundamentals III,AEC,B.Ed,1,2,Batch-2,2,Lab,1,2,0,3,Prof. Praveen Kumar,26,Basic Computer,,Practical (60%) + Theory (40%)
982,BEDAE12RLIB2,Regional Language IV,AEC,B.Ed,1,2,Batch-2,2,Theory,2,0,0,2,Dr. Priya Sharma,24,Basic Regional,,Mid-term (30%) + End-term (50%) + Assignment (20%)
983,BEDAE12AIVB2,Academic Integrity V,AEC,B.Ed,1,2,Batch-2,3,Theory,3,0,1,4,Prof. Dinesh Kumar,23,Basic Academic,,Mid-term (30%) + End-term (50%) + Assignment (20%)
984,BEDVA12IKSB2,Indian Knowledge Systems,VAC,B.Ed,1,2,Batch-2,2,Theory,2,0,0,2,Prof. Sachin Patel,20,Basic Indian,,Project (50%) + Presentation (30%) + Viva (20%)
985,BEDVA12SSAB2,Social Service and Outreach II,VAC,B.Ed,1,2,Batch-2,1,Theory,1,0,0,1,Dr. Deepika Rao,24,,,Project (50%) + Presentation (30%) + Viva (20%)
986,BEDVA12SLIB2,Sustainable Living III,VAC,B.Ed,1,2,Batch-2,1,Theory,1,0,0,1,Prof. Vivek Gupta,26,,,Practical (60%) + Theory (40%)
987,BEDVA12SSAB2,Social Service and Outreach IV,VAC,B.Ed,1,2,Batch-2,1,Theory,1,0,0,1,Prof. Sanjay Joshi,22,,,Continuous Assessment (40%) + End-term (60%)
988,BEDVA12WMVB2,Waste Management V,VAC,B.Ed,1,2,Batch-2,2,Theory,2,0,0,2,Dr. Anita Kulkarni,26,,,Practical (60%) + Theory (40%)
989,BEDMA23EEB2,Environmental Education,Major,B.Ed,2,3,Batch-2,4,Theory,4,0,1,5,Dr. Meera Gupta,46,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
990,BEDMA23SOEB2,Sociology of Education II,Major,B.Ed,2,3,Batch-2,5,Theory,5,0,1,6,Dr. Deepika Rao,57,,,Continuous Assessment (40%) + End-term (60%)
991,BEDMA23LDIB2,Learning Disabilities III,Major,B.Ed,2,3,Batch-2,5,Theory,5,0,1,6,Prof. Sanjay Kumar,62,,,Continuous Assessment (40%) + End-term (60%)
992,BEDMA23CAPB2,Curriculum and Pedagogy IV,Major,B.Ed,2,3,Batch-2,3,Theory,3,0,1,4,Dr. Pallavi Dixit,60,,,Practical (60%) + Theory (40%)
993,BEDMA23GAEB2,Gender and Education V,Major,B.Ed,2,3,Batch-2,3,Theory,3,0,1,4,Dr. Nirmala Devi,65,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
994,BEDMA23IEIB2,Inclusive Education I,Major,B.Ed,2,3,Batch-2,5,Theory,5,0,1,6,Dr. Shruti Iyer,54,,,Practical (60%) + Theory (40%)
995,BEDMI23DSB2,Disability Studies,Minor,B.Ed,2,3,Batch-2,2,Theory,2,0,0,2,Dr. Anita Kulkarni,28,,,Practical (60%) + Theory (40%)
996,BEDMI23DSIB2,Disability Studies II,Minor,B.Ed,2,3,Batch-2,4,Theory,4,0,1,5,Dr. Vidya Sagar,28,,,Practical (60%) + Theory (40%)
997,BEDMI23NIB2,Neuroscience III,Minor,B.Ed,2,3,Batch-2,4,Theory,4,0,1,5,Dr. Sharda Gupta,33,,,Continuous Assessment (40%) + End-term (60%)
998,BEDMI23NIB2,Neuroscience IV,Minor,B.Ed,2,3,Batch-2,2,Theory,2,0,0,2,Prof. Rohit Mehta,37,,,Project (50%) + Presentation (30%) + Viva (20%)
999,BEDMI23MSVB2,Media Studies V,Minor,B.Ed,2,3,Batch-2,2,Theory,2,0,0,2,Dr. Nisha Verma,29,Basic Media,,Continuous Assessment (40%) + End-term (60%)
1000,BEDSK23TMB2,Time Management,Skill-Based,B.Ed,2,3,Batch-2,2,Practical,1,0,1,2,Dr. Manju Agarwal,20,,,Continuous Assessment (40%) + End-term (60%)
1001,BEDSK23MADB2,Mobile App Development II,Skill-Based,B.Ed,2,3,Batch-2,3,Practical,2,0,1,3,Dr. Shalini Gupta,18,Basic Mobile,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1002,BEDSK23ITIB2,ICT Tools in Education III,Skill-Based,B.Ed,2,3,Batch-2,2,Lab,1,2,0,3,Prof. Deepak Agarwal,18,,,Practical (60%) + Theory (40%)
1003,BEDSK23TWIB2,Technical Writing IV,Skill-Based,B.Ed,2,3,Batch-2,2,Practical,1,0,1,2,Dr. Smita Joshi,19,,,Practical (60%) + Theory (40%)
1004,BEDSK23CSVB2,Communication Skills V,Skill-Based,B.Ed,2,3,Batch-2,2,Practical,1,0,1,2,Dr. Aditi Saxena,25,,,Continuous Assessment (40%) + End-term (60%)
1005,BEDAE23DPAB2,Data Privacy and Ethics,AEC,B.Ed,2,3,Batch-2,2,Theory,2,0,0,2,Prof. Sumit Agarwal,22,Basic Data,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1006,BEDAE23AIIB2,Academic Integrity II,AEC,B.Ed,2,3,Batch-2,2,Theory,2,0,0,2,Prof. Naresh Chandra,19,,,Project (50%) + Presentation (30%) + Viva (20%)
1007,BEDAE23AIIB2,Academic Integrity III,AEC,B.Ed,2,3,Batch-2,2,Theory,2,0,0,2,Dr. Kusum Gupta,26,,,Project (50%) + Presentation (30%) + Viva (20%)
1008,BEDAE23HCIB2,Hindi Communication IV,AEC,B.Ed,2,3,Batch-2,2,Theory,2,0,0,2,Dr. Anjali Thakur,19,Basic Hindi,,Practical (60%) + Theory (40%)
1009,BEDAE23ILVB2,Information Literacy V,AEC,B.Ed,2,3,Batch-2,2,Theory,2,0,0,2,Prof. Rohit Mehta,18,,,Project (50%) + Presentation (30%) + Viva (20%)
1010,BEDVA23SSAB2,Social Service and Outreach,VAC,B.Ed,2,3,Batch-2,2,Theory,2,0,0,2,Dr. Ravi Agarwal,22,Basic Social,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1011,BEDVA23IPAB2,Indian Philosophy and Traditions II,VAC,B.Ed,2,3,Batch-2,1,Theory,1,0,0,1,Prof. Deepak Agarwal,20,,,Practical (60%) + Theory (40%)
1012,BEDVA23REIB2,Renewable Energy III,VAC,B.Ed,2,3,Batch-2,1,Theory,1,0,0,1,Dr. Ritu Malhotra,20,Basic Renewable,,Project (50%) + Presentation (30%) + Viva (20%)
1013,BEDVA23OFIB2,Organic Farming IV,VAC,B.Ed,2,3,Batch-2,1,Theory,1,0,0,1,Prof. Pankaj Verma,20,,,Project (50%) + Presentation (30%) + Viva (20%)
1014,BEDVA23CDVB2,Community Development V,VAC,B.Ed,2,3,Batch-2,1,Theory,1,0,0,1,Dr. Sudha Rani,23,,,Practical (60%) + Theory (40%)
1015,BEDMA24ELB2,Educational Leadership,Major,B.Ed,2,4,Batch-2,3,Theory,3,0,1,4,Dr. Sarita Singh,63,Basic Educational,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1016,BEDMA24GACB2,Guidance and Counselling II,Major,B.Ed,2,4,Batch-2,3,Theory,3,0,1,4,Prof. Mukesh Yadav,64,Basic Guidance,,Continuous Assessment (40%) + End-term (60%)
1017,BEDMA24EPAB2,Educational Planning and Management III,Major,B.Ed,2,4,Batch-2,4,Theory,4,0,1,5,Dr. Swati Kapoor,59,,,Project (50%) + Presentation (30%) + Viva (20%)
1018,BEDMA24RMIB2,Research Methods in Education IV,Major,B.Ed,2,4,Batch-2,3,Theory,3,0,1,4,Prof. Dinesh Kumar,49,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1019,BEDMA24RMIB2,Research Methods in Education V,Major,B.Ed,2,4,Batch-2,3,Theory,3,0,1,4,Dr. Anjali Thakur,59,Basic Research,,Practical (60%) + Theory (40%)
1020,BEDMA24IEIB2,Inclusive Education I,Major,B.Ed,2,4,Batch-2,4,Theory,4,0,1,5,Dr. Vidya Sagar,54,,,Continuous Assessment (40%) + End-term (60%)
1021,BEDMI24GSB2,Gender Studies,Minor,B.Ed,2,4,Batch-2,4,Theory,4,0,1,5,Dr. Lakshmi Narayan,28,Basic Gender,,Practical (60%) + Theory (40%)
1022,BEDMI24SWIB2,Social Work II,Minor,B.Ed,2,4,Batch-2,4,Theory,4,0,1,5,Prof. Mukesh Agarwal,35,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1023,BEDMI24DSIB2,Development Studies III,Minor,B.Ed,2,4,Batch-2,3,Theory,3,0,1,4,Prof. Subhash Goel,31,,,Practical (60%) + Theory (40%)
1024,BEDMI24GSIB2,Gender Studies IV,Minor,B.Ed,2,4,Batch-2,2,Theory,2,0,0,2,Dr. Rekha Devi,37,,,Practical (60%) + Theory (40%)
1025,BEDMI24DHVB2,Digital Humanities V,Minor,B.Ed,2,4,Batch-2,2,Theory,2,0,0,2,Dr. Sarita Singh,36,,,Practical (60%) + Theory (40%)
1026,BEDSK24EMB2,Event Management,Skill-Based,B.Ed,2,4,Batch-2,3,Practical,2,0,1,3,Dr. Gita Verma,19,Basic Event,,Practical (60%) + Theory (40%)
1027,BEDSK24ESIB2,Entrepreneurship Skills II,Skill-Based,B.Ed,2,4,Batch-2,2,Practical,1,0,1,2,Prof. Amit Singh,23,,,Continuous Assessment (40%) + End-term (60%)
1028,BEDSK24IACB2,Innovation and Creativity III,Skill-Based,B.Ed,2,4,Batch-2,3,Practical,2,0,1,3,Prof. Harish Chandra,26,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1029,BEDSK24TWIB2,Technical Writing IV,Skill-Based,B.Ed,2,4,Batch-2,3,Practical,2,0,1,3,Prof. Ramesh Singh,23,,,Practical (60%) + Theory (40%)
1030,BEDSK24AWVB2,Academic Writing V,Skill-Based,B.Ed,2,4,Batch-2,2,Practical,1,0,1,2,Prof. Nitin Agarwal,20,,,Practical (60%) + Theory (40%)
1031,BEDAE24ECB2,English Communication,AEC,B.Ed,2,4,Batch-2,2,Theory,2,0,0,2,Dr. Kalpana Verma,22,,,Project (50%) + Presentation (30%) + Viva (20%)
1032,BEDAE24IAWB2,Internet and Web Technologies II,AEC,B.Ed,2,4,Batch-2,3,Theory,3,0,1,4,Prof. Rakesh Gupta,18,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1033,BEDAE24REIB2,Research Ethics III,AEC,B.Ed,2,4,Batch-2,3,Theory,3,0,1,4,Prof. Kiran Desai,19,Basic Research,,Project (50%) + Presentation (30%) + Viva (20%)
1034,BEDAE24CSBB2,Cyber Security Basics IV,AEC,B.Ed,2,4,Batch-2,2,Theory,2,0,0,2,Prof. Anuj Kumar,22,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1035,BEDAE24AIVB2,Academic Integrity V,AEC,B.Ed,2,4,Batch-2,2,Theory,2,0,0,2,Prof. Manoj Shukla,22,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1036,BEDVA24WMB2,Waste Management,VAC,B.Ed,2,4,Batch-2,1,Theory,1,0,0,1,Prof. Prakash Verma,22,,,Project (50%) + Presentation (30%) + Viva (20%)
1037,BEDVA24REIB2,Renewable Energy II,VAC,B.Ed,2,4,Batch-2,2,Theory,2,0,0,2,Dr. Nisha Verma,18,,,Project (50%) + Presentation (30%) + Viva (20%)
1038,BEDVA24AAWB2,Ayurveda and Wellness III,VAC,B.Ed,2,4,Batch-2,2,Theory,2,0,0,2,Dr. Lata Sharma,24,,,Practical (60%) + Theory (40%)
1039,BEDVA24CAIB2,Climate Action IV,VAC,B.Ed,2,4,Batch-2,2,Theory,2,0,0,2,Prof. Lalit Singh,25,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1040,BEDVA24SSAB2,Social Service and Outreach V,VAC,B.Ed,2,4,Batch-2,2,Theory,2,0,0,2,Dr. Preeti Jain,18,Basic Social,,Continuous Assessment (40%) + End-term (60%)
1041,BEDMA11POEB3,Philosophy of Education,Major,B.Ed,1,1,Batch-3,3,Theory,3,0,1,4,Prof. Pramod Mishra,55,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1042,BEDMA11EMIB3,Educational Measurement II,Major,B.Ed,1,1,Batch-3,3,Theory,3,0,1,4,Prof. Mohan Gupta,54,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1043,BEDMA11POEB3,Philosophy of Education III,Major,B.Ed,1,1,Batch-3,4,Theory,4,0,1,5,Prof. Ajay Dubey,65,,,Practical (60%) + Theory (40%)
1044,BEDMA11SMAB3,School Management and Administration IV,Major,B.Ed,1,1,Batch-3,5,Theory,5,0,1,6,Prof. Vikram Patel,59,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1045,BEDMA11FOEB3,Foundations of Education V,Major,B.Ed,1,1,Batch-3,3,Theory,3,0,1,4,Prof. Dinesh Kumar,63,,,Project (50%) + Presentation (30%) + Viva (20%)
1046,BEDMA11ESIB3,Educational Statistics I,Major,B.Ed,1,1,Batch-3,5,Theory,5,0,1,6,Prof. Ramesh Verma,64,,,Continuous Assessment (40%) + End-term (60%)
1047,BEDMI11TSB3,Translation Studies,Minor,B.Ed,1,1,Batch-3,3,Theory,3,0,1,4,Prof. Hemant Jha,34,,,Practical (60%) + Theory (40%)
1048,BEDMI11BEIB3,Behavioral Economics II,Minor,B.Ed,1,1,Batch-3,3,Theory,3,0,1,4,Dr. Shruti Iyer,32,,,Project (50%) + Presentation (30%) + Viva (20%)
1049,BEDMI11SDIB3,Sustainable Development III,Minor,B.Ed,1,1,Batch-3,2,Theory,2,0,0,2,Prof. Ramesh Singh,40,,,Continuous Assessment (40%) + End-term (60%)
1050,BEDMI11CIB3,Criminology IV,Minor,B.Ed,1,1,Batch-3,4,Theory,4,0,1,5,Prof. Vinod Sharma,33,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1051,BEDMI11DHVB3,Digital Humanities V,Minor,B.Ed,1,1,Batch-3,3,Theory,3,0,1,4,Dr. Divya Menon,38,,,Project (50%) + Presentation (30%) + Viva (20%)
1052,BEDSK11FL(B3,Foreign Language (German),Skill-Based,B.Ed,1,1,Batch-3,2,Practical,1,0,1,2,Dr. Pooja Agarwal,24,,,Continuous Assessment (40%) + End-term (60%)
1053,BEDSK11TMIB3,Time Management II,Skill-Based,B.Ed,1,1,Batch-3,3,Practical,2,0,1,3,Prof. Ramesh Singh,26,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1054,BEDSK11DAIB3,Data Analytics III,Skill-Based,B.Ed,1,1,Batch-3,3,Practical,2,0,1,3,Prof. Mohan Gupta,21,Basic Data,,Project (50%) + Presentation (30%) + Viva (20%)
1055,BEDSK11PIB3,Photography IV,Skill-Based,B.Ed,1,1,Batch-3,2,Practical,1,0,1,2,Dr. Ritu Singh,28,,,Practical (60%) + Theory (40%)
1056,BEDSK11LSVB3,Leadership Skills V,Skill-Based,B.Ed,1,1,Batch-3,2,Practical,1,0,1,2,Prof. Ramesh Verma,24,,,Practical (60%) + Theory (40%)
1057,BEDAE11HCB3,Hindi Communication,AEC,B.Ed,1,1,Batch-3,2,Theory,2,0,0,2,Prof. Ravi Krishnan,23,,,Practical (60%) + Theory (40%)
1058,BEDAE11LSIB3,Life Skills II,AEC,B.Ed,1,1,Batch-3,3,Theory,3,0,1,4,Prof. Vivek Gupta,20,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1059,BEDAE11HAWB3,Health and Wellness III,AEC,B.Ed,1,1,Batch-3,2,Theory,2,0,0,2,Prof. Raman Patel,22,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1060,BEDAE11AIIB3,Academic Integrity IV,AEC,B.Ed,1,1,Batch-3,3,Theory,3,0,1,4,Dr. Preeti Jain,26,Basic Academic,,Continuous Assessment (40%) + End-term (60%)
1061,BEDAE11DPAB3,Data Privacy and Ethics V,AEC,B.Ed,1,1,Batch-3,3,Theory,3,0,1,4,Dr. Neha Bansal,24,Basic Data,,Continuous Assessment (40%) + End-term (60%)
1062,BEDVA11OFB3,Organic Farming,VAC,B.Ed,1,1,Batch-3,2,Theory,2,0,0,2,Dr. Kalpana Verma,24,,,Project (50%) + Presentation (30%) + Viva (20%)
1063,BEDVA11AAWB3,Ayurveda and Wellness II,VAC,B.Ed,1,1,Batch-3,2,Theory,2,0,0,2,Dr. Rina Sharma,25,,,Continuous Assessment (40%) + End-term (60%)
1064,BEDVA11WCIB3,Water Conservation III,VAC,B.Ed,1,1,Batch-3,2,Theory,2,0,0,2,Prof. Ramesh Verma,23,,,Practical (60%) + Theory (40%)
1065,BEDVA11OFIB3,Organic Farming IV,VAC,B.Ed,1,1,Batch-3,1,Theory,1,0,0,1,Dr. Preeti Jain,21,,,Project (50%) + Presentation (30%) + Viva (20%)
1066,BEDVA11WMVB3,Waste Management V,VAC,B.Ed,1,1,Batch-3,2,Theory,2,0,0,2,Dr. Anita Kulkarni,27,Basic Waste,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1067,BEDMA12FOEB3,Foundations of Education,Major,B.Ed,1,2,Batch-3,4,Theory,4,0,1,5,Prof. Deepak Gupta,63,,,Practical (60%) + Theory (40%)
1068,BEDMA12EMIB3,Educational Measurement II,Major,B.Ed,1,2,Batch-3,5,Theory,5,0,1,6,Prof. Manoj Shukla,56,,,Practical (60%) + Theory (40%)
1069,BEDMA12POEB3,Philosophy of Education III,Major,B.Ed,1,2,Batch-3,5,Theory,5,0,1,6,Prof. Praveen Kumar,51,,,Project (50%) + Presentation (30%) + Viva (20%)
1070,BEDMA12ESIB3,Educational Statistics IV,Major,B.Ed,1,2,Batch-3,5,Theory,5,0,1,6,Dr. Kusum Gupta,57,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1071,BEDMA12ETVB3,Educational Technology V,Major,B.Ed,1,2,Batch-3,4,Theory,4,0,1,5,Dr. Kavita Bhatt,70,Basic Educational,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1072,BEDMA12AACB3,Adult and Continuing Education I,Major,B.Ed,1,2,Batch-3,5,Theory,5,0,1,6,Prof. Vikas Yadav,63,,,Practical (60%) + Theory (40%)
1073,BEDMI12PSB3,Peace Studies,Minor,B.Ed,1,2,Batch-3,4,Theory,4,0,1,5,Dr. Nirmala Devi,30,,,Project (50%) + Presentation (30%) + Viva (20%)
1074,BEDMI12CSIB3,Climate Studies II,Minor,B.Ed,1,2,Batch-3,2,Theory,2,0,0,2,Dr. Sadhna Mishra,40,Basic Climate,,Practical (60%) + Theory (40%)
1075,BEDMI12ISIB3,Information Science III,Minor,B.Ed,1,2,Batch-3,4,Theory,4,0,1,5,Prof. Mukesh Agarwal,31,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1076,BEDMI12ISIB3,Information Science IV,Minor,B.Ed,1,2,Batch-3,2,Theory,2,0,0,2,Dr. Neha Bansal,32,,,Practical (60%) + Theory (40%)
1077,BEDMI12PSVB3,Peace Studies V,Minor,B.Ed,1,2,Batch-3,2,Theory,2,0,0,2,Prof. Vivek Gupta,33,,,Project (50%) + Presentation (30%) + Viva (20%)
1078,BEDSK12TMB3,Time Management,Skill-Based,B.Ed,1,2,Batch-3,3,Practical,2,0,1,3,Prof. Vivek Gupta,20,,,Project (50%) + Presentation (30%) + Viva (20%)
1079,BEDSK12EMIB3,Event Management II,Skill-Based,B.Ed,1,2,Batch-3,2,Practical,1,0,1,2,Prof. Naresh Chandra,28,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1080,BEDSK12FL(B3,Foreign Language (French) III,Skill-Based,B.Ed,1,2,Batch-3,3,Practical,2,0,1,3,Dr. Sushma Goyal,23,,,Project (50%) + Presentation (30%) + Viva (20%)
1081,BEDSK12MADB3,Mobile App Development IV,Skill-Based,B.Ed,1,2,Batch-3,3,Practical,2,0,1,3,Dr. Pallavi Dixit,20,,,Project (50%) + Presentation (30%) + Viva (20%)
1082,BEDSK12TMVB3,Time Management V,Skill-Based,B.Ed,1,2,Batch-3,3,Practical,2,0,1,3,Prof. Manoj Verma,24,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1083,BEDAE12HAWB3,Health and Wellness,AEC,B.Ed,1,2,Batch-3,2,Theory,2,0,0,2,Dr. Vidya Sagar,22,,,Practical (60%) + Theory (40%)
1084,BEDAE12CSBB3,Cyber Security Basics II,AEC,B.Ed,1,2,Batch-3,2,Theory,2,0,0,2,Prof. Ravi Krishnan,21,,,Practical (60%) + Theory (40%)
1085,BEDAE12ASIB3,Analytical Skills III,AEC,B.Ed,1,2,Batch-3,3,Theory,3,0,1,4,Dr. Sadhna Mishra,21,Basic Analytical,,Project (50%) + Presentation (30%) + Viva (20%)
1086,BEDAE12ILIB3,Information Literacy IV,AEC,B.Ed,1,2,Batch-3,3,Theory,3,0,1,4,Prof. Arjun Nair,21,,,Continuous Assessment (40%) + End-term (60%)
1087,BEDAE12DLVB3,Digital Literacy V,AEC,B.Ed,1,2,Batch-3,2,Theory,2,0,0,2,Dr. Rina Sharma,21,,,Continuous Assessment (40%) + End-term (60%)
1088,BEDVA12IKSB3,Indian Knowledge Systems,VAC,B.Ed,1,2,Batch-3,2,Theory,2,0,0,2,Dr. Anjali Thakur,20,,,Practical (60%) + Theory (40%)
1089,BEDVA12OFIB3,Organic Farming II,VAC,B.Ed,1,2,Batch-3,1,Theory,1,0,0,1,Dr. Geeta Sharma,21,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1090,BEDVA12WMIB3,Waste Management III,VAC,B.Ed,1,2,Batch-3,1,Theory,1,0,0,1,Dr. Ravi Agarwal,20,,,Project (50%) + Presentation (30%) + Viva (20%)
1091,BEDVA12EAMB3,Ethics and Moral Values IV,VAC,B.Ed,1,2,Batch-3,1,Theory,1,0,0,1,Prof. Sunil Bhatt,27,,,Continuous Assessment (40%) + End-term (60%)
1092,BEDVA12HVVB3,Human Values V,VAC,B.Ed,1,2,Batch-3,2,Theory,2,0,0,2,Prof. Arjun Nair,20,,,Project (50%) + Presentation (30%) + Viva (20%)
1093,BEDMA23PEB3,Peace Education,Major,B.Ed,2,3,Batch-3,4,Theory,4,0,1,5,Dr. Jyoti Sharma,50,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
1094,BEDMA23AAEB3,Assessment and Evaluation II,Major,B.Ed,2,3,Batch-3,5,Theory,5,0,1,6,Prof. Amit Singh,61,,,Continuous Assessment (40%) + End-term (60%)
